12  1650.95	2.248720e+00	1.326662e-01	1.041471e+00	3.034977e+00	9.605113e-01	4.726564e-02	3.393970e-02	1.049202e-01	3.253299e+00	2.930841e+00	4.155421e+01	2.767623e-01	9.050597e+00	2.359200e+02	2.558351e+01	3.318512e+01	1.094787e+02	4.268939e+00	8.142917e+00	1.307650e+01	1.997521e+01	9.672519e+01	1.470026e-01	1.515720e-01	4.804290e-01	2.667364e-01	5.938317e-01	2.189014e+00	9.990078e+02	9.973573e+02	9.918185e-01	1.895055e+00	-2.500816e+00	2.930513e-01	2.015176e+00	-1.124065e+00	3.011330e-01	1.760913e+00	-2.104814e+00	2.337329e-01	1.829741e+00	-2.655530e+00	6.266934e-01	7.136612e+00	3.124125e-01	2.454399e-01	7.055478e+01	2.080049e+00	8.257854e-01	
4  1650.25	2.248720e+00	1.326662e-01	1.041471e+00	3.034977e+00	9.605113e-01	4.726564e-02	3.393970e-02	1.049202e-01	3.253299e+00	2.930841e+00	3.790382e+01	3.640703e-01	7.843503e+00	2.278642e+02	2.582954e+01	3.411850e+01	1.148615e+02	4.646523e+00	7.568057e+00	1.290300e+01	1.904507e+01	9.703993e+01	1.466588e-01	1.499551e-01	4.583514e-01	2.663241e-01	5.014125e-01	2.077056e+00	9.988280e+02	9.973502e+02	9.917362e-01	1.895442e+00	-2.507366e+00	2.894995e-01	2.018788e+00	-1.094529e+00	2.965061e-01	1.760434e+00	-2.091663e+00	2.319003e-01	1.830961e+00	-2.689508e+00	6.261051e-01	7.136612e+00	3.124125e-01	2.454399e-01	7.055478e+01	2.080049e+00	8.257854e-01	
3  1647.94	2.248720e+00	1.326662e-01	1.041471e+00	3.034977e+00	9.605113e-01	4.726564e-02	3.393970e-02	1.049202e-01	3.253299e+00	2.930841e+00	4.221464e+01	4.201562e-01	6.275024e+00	2.379720e+02	2.816765e+01	3.323444e+01	1.091496e+02	5.536036e+00	7.519312e+00	1.216632e+01	1.745916e+01	9.317666e+01	1.262028e-01	1.552084e-01	5.183467e-01	2.554049e-01	5.138744e-01	1.905819e+00	9.986675e+02	9.976046e+02	9.923530e-01	1.895695e+00	-2.530641e+00	2.954662e-01	2.019900e+00	-1.083915e+00	3.042757e-01	1.759701e+00	-2.086878e+00	2.277161e-01	1.832396e+00	-2.680038e+00	6.200875e-01	7.136612e+00	3.124125e-01	2.454399e-01	7.055478e+01	2.080049e+00	8.257854e-01	
6  1646.21	2.248720e+00	1.326662e-01	1.041471e+00	3.034977e+00	9.605113e-01	4.726564e-02	3.393970e-02	1.049202e-01	3.253299e+00	2.930841e+00	4.047886e+01	3.516441e-01	4.843989e+00	2.305706e+02	3.375451e+01	3.259475e+01	1.141273e+02	4.729484e+00	8.348160e+00	1.133706e+01	1.647470e+01	9.191461e+01	1.343713e-01	1.717973e-01	5.014216e-01	2.516616e-01	5.952972e-01	2.281618e+00	9.984574e+02	9.975419e+02	9.920129e-01	1.894856e+00	-2.504854e+00	2.938885e-01	2.019936e+00	-1.062520e+00	2.999333e-01	1.758052e+00	-2.088882e+00	2.222053e-01	1.834244e+00	-2.675585e+00	6.295434e-01	7.136612e+00	3.124125e-01	2.454399e-01	7.055478e+01	2.080049e+00	8.257854e-01	
1  1648.23	2.248720e+00	1.326662e-01	1.041471e+00	3.034977e+00	9.605113e-01	4.726564e-02	3.393970e-02	1.049202e-01	3.253299e+00	2.930841e+00	3.477396e+01	3.748035e-01	4.594672e+00	2.311357e+02	3.454079e+01	3.402129e+01	1.200969e+02	3.998999e+00	9.106249e+00	1.176454e+01	1.815685e+01	9.785365e+01	1.244684e-01	1.789590e-01	4.643947e-01	2.484599e-01	5.953407e-01	2.144009e+00	9.984359e+02	9.974464e+02	9.923603e-01	1.895864e+00	-2.497778e+00	2.897661e-01	2.020168e+00	-1.030471e+00	3.042475e-01	1.758026e+00	-2.086435e+00	2.213383e-01	1.835694e+00	-2.662296e+00	6.263589e-01	7.136612e+00	3.124125e-01	2.454399e-01	7.055478e+01	2.080049e+00	8.257854e-01	
7  1649.06	2.248720e+00	1.326662e-01	1.041471e+00	3.034977e+00	9.605113e-01	4.726564e-02	3.393970e-02	1.049202e-01	3.253299e+00	2.930841e+00	3.693500e+01	1.732863e-01	4.783560e+00	2.307125e+02	3.645477e+01	3.153192e+01	1.181835e+02	3.135941e+00	9.057655e+00	1.132372e+01	1.752000e+01	9.638620e+01	1.222675e-01	1.625385e-01	4.090474e-01	2.540589e-01	5.538907e-01	2.057078e+00	9.980055e+02	9.973708e+02	9.925191e-01	1.895993e+00	-2.477027e+00	2.852485e-01	2.019820e+00	-1.034717e+00	2.982724e-01	1.759347e+00	-2.052759e+00	2.186599e-01	1.838062e+00	-2.597705e+00	6.265943e-01	7.136612e+00	3.124125e-01	2.454399e-01	7.055478e+01	2.080049e+00	8.257854e-01	
3  1648.51	2.248720e+00	1.326662e-01	1.041471e+00	3.034977e+00	9.605113e-01	4.726564e-02	3.393970e-02	1.049202e-01	3.253299e+00	2.930841e+00	4.038293e+01	2.708818e-01	4.811999e+00	2.337570e+02	4.114604e+01	3.284364e+01	1.132286e+02	3.681725e+00	8.692238e+00	1.146812e+01	1.986720e+01	9.870910e+01	1.287665e-01	1.609290e-01	4.257908e-01	2.258133e-01	5.683224e-01	2.101838e+00	9.981583e+02	9.977943e+02	9.929174e-01	1.897289e+00	-2.474339e+00	2.915823e-01	2.018078e+00	-1.043020e+00	2.953245e-01	1.759257e+00	-2.056104e+00	2.181770e-01	1.836335e+00	-2.616744e+00	6.267788e-01	7.136612e+00	3.124125e-01	2.454399e-01	7.055478e+01	2.080049e+00	8.257854e-01	
4  1648.13	2.248720e+00	1.326662e-01	1.041471e+00	3.034977e+00	9.605113e-01	4.726564e-02	3.393970e-02	1.049202e-01	3.253299e+00	2.930841e+00	3.885474e+01	3.620190e-01	6.345297e+00	2.262786e+02	4.439466e+01	3.952442e+01	1.186552e+02	1.913804e+00	8.716829e+00	1.199371e+01	2.180869e+01	1.017010e+02	1.076879e-01	1.464998e-01	4.271480e-01	2.038963e-01	5.119751e-01	2.034117e+00	9.984482e+02	9.977706e+02	9.927873e-01	1.897088e+00	-2.480798e+00	2.950157e-01	2.019559e+00	-1.039294e+00	2.916720e-01	1.759102e+00	-2.056115e+00	2.207290e-01	1.834088e+00	-2.636041e+00	6.265185e-01	7.136612e+00	3.124125e-01	2.454399e-01	7.055478e+01	2.080049e+00	8.257854e-01	
2  1648.2	2.248720e+00	1.326662e-01	1.041471e+00	3.034977e+00	9.605113e-01	4.726564e-02	3.393970e-02	1.049202e-01	3.253299e+00	2.930841e+00	4.627317e+01	4.795545e-01	6.262959e+00	2.414452e+02	4.676492e+01	4.119024e+01	1.085582e+02	1.957958e+00	8.648563e+00	1.302182e+01	2.158895e+01	9.593032e+01	1.258125e-01	1.472413e-01	4.510682e-01	1.890753e-01	4.975119e-01	1.947041e+00	9.989066e+02	9.979016e+02	9.922931e-01	1.897344e+00	-2.481671e+00	3.008598e-01	2.021399e+00	-1.033217e+00	2.918687e-01	1.760180e+00	-2.087791e+00	2.264381e-01	1.829201e+00	-2.653067e+00	6.280567e-01	7.136612e+00	3.124125e-01	2.454399e-01	7.055478e+01	2.080049e+00	8.257854e-01	
2  1647.18	2.248720e+00	1.326662e-01	1.041471e+00	3.034977e+00	9.605113e-01	4.726564e-02	3.393970e-02	1.049202e-01	3.253299e+00	2.930841e+00	4.435459e+01	4.635503e-01	7.049850e+00	2.285739e+02	3.955410e+01	3.985303e+01	1.088169e+02	1.651052e+00	1.001686e+01	1.263550e+01	2.150409e+01	9.656156e+01	1.051596e-01	1.292017e-01	4.744772e-01	1.544093e-01	4.865571e-01	2.015206e+00	9.991904e+02	9.977206e+02	9.922143e-01	1.898318e+00	-2.487779e+00	3.044951e-01	2.022800e+00	-1.003118e+00	2.956477e-01	1.759014e+00	-2.090849e+00	2.265835e-01	1.828110e+00	-2.690499e+00	6.264651e-01	7.136612e+00	3.124125e-01	2.454399e-01	7.055478e+01	2.080049e+00	8.257854e-01	
