1  1712.33	2.250060e+00	1.308411e-01	1.041175e+00	3.020989e+00	9.607204e-01	4.607151e-02	6.432283e-02	9.757478e-02	3.514220e+00	2.531041e+00	4.142018e+01	2.581218e-01	8.949923e+00	2.351985e+02	2.573349e+01	3.275500e+01	1.089022e+02	4.469762e+00	8.377238e+00	1.304008e+01	1.988547e+01	9.632390e+01	1.459621e-01	1.534090e-01	4.782702e-01	2.672517e-01	5.917279e-01	2.158409e+00	9.990116e+02	9.973487e+02	9.891659e-01	1.928944e+00	-2.527850e+00	2.718556e-01	2.045388e+00	-1.128560e+00	2.876991e-01	1.789698e+00	-2.113470e+00	2.263961e-01	1.856802e+00	-2.721738e+00	6.311319e-01	6.976578e+00	3.148388e-01	2.454447e-01	6.994575e+01	2.051156e+00	8.124653e-01	
7  1694.35	2.238433e+00	1.307739e-01	1.041540e+00	3.024847e+00	9.597545e-01	4.855777e-02	4.079973e-02	1.025082e-01	4.007930e+00	2.597865e+00	4.285730e+01	2.338459e-01	8.698953e+00	2.409895e+02	2.928901e+01	3.360607e+01	1.084761e+02	4.966309e+00	8.306608e+00	1.327001e+01	2.039864e+01	9.665677e+01	1.494522e-01	1.548494e-01	4.821321e-01	2.663616e-01	5.911307e-01	2.176954e+00	9.989949e+02	9.973671e+02	9.895946e-01	1.904660e+00	-2.580834e+00	2.503139e-01	2.021111e+00	-1.096753e+00	2.644983e-01	1.771960e+00	-2.110548e+00	2.148667e-01	1.837813e+00	-2.722023e+00	6.282439e-01	7.260147e+00	3.260949e-01	2.454010e-01	6.863069e+01	2.059085e+00	8.212281e-01	
7  1693.11	2.244829e+00	1.281700e-01	1.041818e+00	3.039202e+00	9.579824e-01	5.646550e-02	6.724440e-02	7.773709e-02	3.929362e+00	2.208450e+00	4.275167e+01	2.536278e-01	8.831928e+00	2.369876e+02	2.848857e+01	3.386460e+01	1.086199e+02	4.658800e+00	8.389624e+00	1.325158e+01	2.040796e+01	9.682083e+01	1.477296e-01	1.535119e-01	4.822537e-01	2.646293e-01	5.903088e-01	2.171462e+00	9.989889e+02	9.973737e+02	9.905269e-01	1.898245e+00	-2.613108e+00	2.237229e-01	2.022185e+00	-1.107906e+00	2.520422e-01	1.769531e+00	-2.114197e+00	2.032945e-01	1.840286e+00	-2.758165e+00	6.188753e-01	8.037155e+00	3.253019e-01	2.454256e-01	6.820780e+01	2.088857e+00	8.168665e-01	
4  1692.06	2.244829e+00	1.281700e-01	1.041818e+00	3.039202e+00	9.579824e-01	5.646550e-02	6.724440e-02	7.773709e-02	3.929362e+00	2.208450e+00	3.769685e+01	1.453101e-01	9.544966e+00	2.300998e+02	2.867476e+01	3.704442e+01	1.203010e+02	3.179375e+00	9.713221e+00	1.374952e+01	2.087007e+01	9.989613e+01	1.696118e-01	1.494624e-01	4.462775e-01	2.477420e-01	5.905832e-01	2.128798e+00	9.990920e+02	9.974497e+02	9.900450e-01	1.896785e+00	-2.595562e+00	2.180129e-01	2.023224e+00	-1.118663e+00	2.520128e-01	1.769661e+00	-2.118680e+00	2.015698e-01	1.839873e+00	-2.759896e+00	6.263150e-01	8.037155e+00	3.253019e-01	2.454256e-01	6.820780e+01	2.088857e+00	8.168665e-01	
7  1693.35	2.244829e+00	1.281700e-01	1.041818e+00	3.039202e+00	9.579824e-01	5.646550e-02	6.724440e-02	7.773709e-02	3.929362e+00	2.208450e+00	3.201735e+01	7.070787e-02	9.478121e+00	2.179417e+02	2.929631e+01	3.606135e+01	1.291107e+02	3.119372e+00	9.035093e+00	1.374859e+01	2.221179e+01	1.040739e+02	1.702269e-01	1.285055e-01	4.463941e-01	2.535621e-01	5.504746e-01	2.262307e+00	9.988824e+02	9.973681e+02	9.898148e-01	1.895719e+00	-2.587074e+00	2.104349e-01	2.023919e+00	-1.128573e+00	2.390974e-01	1.770076e+00	-2.090220e+00	1.978674e-01	1.840102e+00	-2.774894e+00	6.303705e-01	8.037155e+00	3.253019e-01	2.454256e-01	6.820780e+01	2.088857e+00	8.168665e-01	
7  1691	2.244829e+00	1.281700e-01	1.041818e+00	3.039202e+00	9.579824e-01	5.646550e-02	6.724440e-02	7.773709e-02	3.929362e+00	2.208450e+00	3.687173e+01	1.123132e-01	7.869423e+00	2.412475e+02	3.268700e+01	3.580903e+01	1.233807e+02	3.937250e+00	7.522498e+00	1.307877e+01	1.905509e+01	9.823416e+01	1.736729e-01	1.277883e-01	4.299211e-01	2.776474e-01	5.178446e-01	2.222596e+00	9.987106e+02	9.977466e+02	9.898803e-01	1.895006e+00	-2.615857e+00	2.144602e-01	2.024700e+00	-1.126990e+00	2.375480e-01	1.770715e+00	-2.075401e+00	1.989990e-01	1.841097e+00	-2.750559e+00	6.269717e-01	8.037155e+00	3.253019e-01	2.454256e-01	6.820780e+01	2.088857e+00	8.168665e-01	
1  1687.06	2.244829e+00	1.281700e-01	1.041818e+00	3.039202e+00	9.579824e-01	5.646550e-02	6.724440e-02	7.773709e-02	3.929362e+00	2.208450e+00	3.895209e+01	1.926310e-01	7.747938e+00	2.477625e+02	3.212586e+01	3.611585e+01	1.188359e+02	4.816677e+00	8.000725e+00	1.415107e+01	1.942686e+01	9.706843e+01	1.720060e-01	1.362454e-01	4.642167e-01	2.814894e-01	5.790718e-01	2.234992e+00	9.986326e+02	9.978607e+02	9.902362e-01	1.893994e+00	-2.627272e+00	2.139873e-01	2.024595e+00	-1.120897e+00	2.456576e-01	1.770925e+00	-2.091238e+00	2.000179e-01	1.840963e+00	-2.721292e+00	6.252379e-01	8.037155e+00	3.253019e-01	2.454256e-01	6.820780e+01	2.088857e+00	8.168665e-01	
9  1684.68	2.244829e+00	1.281700e-01	1.041818e+00	3.039202e+00	9.579824e-01	5.646550e-02	6.724440e-02	7.773709e-02	3.929362e+00	2.208450e+00	3.990058e+01	2.363541e-01	8.066904e+00	2.457019e+02	3.397602e+01	3.803765e+01	1.188916e+02	5.366288e+00	7.023138e+00	1.346091e+01	1.915231e+01	9.545363e+01	1.730148e-01	1.169155e-01	4.569008e-01	2.809101e-01	6.083040e-01	2.498383e+00	9.983709e+02	9.979939e+02	9.905502e-01	1.892399e+00	-2.643897e+00	2.142174e-01	2.024092e+00	-1.125326e+00	2.399764e-01	1.771336e+00	-2.072272e+00	1.974409e-01	1.841279e+00	-2.703737e+00	6.286950e-01	8.037155e+00	3.253019e-01	2.454256e-01	6.820780e+01	2.088857e+00	8.168665e-01	
2  1684.89	2.244829e+00	1.281700e-01	1.041818e+00	3.039202e+00	9.579824e-01	5.646550e-02	6.724440e-02	7.773709e-02	3.929362e+00	2.208450e+00	4.004134e+01	3.531937e-01	8.593484e+00	2.489479e+02	3.422789e+01	4.238178e+01	1.207817e+02	5.590793e+00	7.018252e+00	1.344362e+01	1.901120e+01	9.419494e+01	1.848468e-01	1.200381e-01	4.384456e-01	2.667823e-01	6.256703e-01	2.587503e+00	9.985720e+02	9.982213e+02	9.906512e-01	1.891710e+00	-2.661673e+00	2.169303e-01	2.024814e+00	-1.114565e+00	2.430615e-01	1.770949e+00	-2.092452e+00	1.983141e-01	1.840052e+00	-2.722269e+00	6.322641e-01	8.037155e+00	3.253019e-01	2.454256e-01	6.820780e+01	2.088857e+00	8.168665e-01	
1  1681.63	2.244829e+00	1.281700e-01	1.041818e+00	3.039202e+00	9.579824e-01	5.646550e-02	6.724440e-02	7.773709e-02	3.929362e+00	2.208450e+00	4.233363e+01	3.371040e-01	7.520747e+00	2.548405e+02	3.640909e+01	3.900712e+01	1.161014e+02	5.867021e+00	8.642075e+00	1.441715e+01	1.965220e+01	9.335843e+01	1.861254e-01	1.219473e-01	4.108374e-01	2.466353e-01	5.865458e-01	2.473644e+00	9.984067e+02	9.980838e+02	9.904856e-01	1.893679e+00	-2.629812e+00	2.156706e-01	2.025771e+00	-1.097199e+00	2.418625e-01	1.770508e+00	-2.106958e+00	1.983421e-01	1.840669e+00	-2.691177e+00	6.314719e-01	8.037155e+00	3.253019e-01	2.454256e-01	6.820780e+01	2.088857e+00	8.168665e-01	
